2019;50;2019.12.13.;0;10 455 190 EUR;0;607 208 EUR;0;95 635 330 Ft;1;1 416 815 Ft;16;91 215 Ft;29;38 350 Ft;56;20 200 Ft;769;6 455 Ft;761;7 080 Ft;1433;5 085 Ft;4117;3 300 Ft;11100;2 765 Ft;25;31;38;49;50;5;10
2019;49;2019.12.06.;0;23 515 066 EUR;0;477 465 EUR;0;28 647 910 Ft;2;1 172 715 Ft;22;75 950 Ft;52;28 800 Ft;54;19 960 Ft;919;5 830 Ft;704;7 140 Ft;1919;4 105 Ft;3767;3 360 Ft;12182;2 560 Ft;8;14;23;30;45;1;9
2019;48;2019.11.29.;0;0 EUR;0;453 924 EUR;0;38 129 625 Ft;0;2 269 600 Ft;10;1 099 455 Ft;21;41 265 Ft;25;21 835 Ft;594;6 335 Ft;551;7 170 Ft;1169;5 030 Ft;3173;3 245 Ft;10567;2 590 Ft;2;3;30;31;45;6;8
2019;47;2019.11.22.;1;30 000 000 EUR;0;2 938 894 EUR;0;19 709 255 Ft;9;497 300 Ft;50;49 355 Ft;55;25 555 Ft;248;7 410 Ft;1716;3 780 Ft;2568;3 780 Ft;2190;3 780 Ft;11674;1 965 Ft;19645;1 965 Ft;3;12;24;37;38;3;7
2019;46;2019.11.15.;0;0 EUR;0;1 617 777 EUR;0;50 834 540 Ft;0;1 560 685 Ft;16;71 160 Ft;35;31 860 Ft;66;17 670 Ft;981;5 325 Ft;878;6 100 Ft;1624;4 465 Ft;4379;2 975 Ft;15536;2 290 Ft;10;19;24;30;39;2;4
2019;45;2019.11.08.;0;0 EUR;0;931 220 EUR;0;22 564 155 Ft;2;1 685 815 Ft;13;90 885 Ft;35;37 275 Ft;56;21 835 Ft;894;6 160 Ft;664;7 675 Ft;1705;4 700 Ft;3439;3 660 Ft;12775;2 560 Ft;14;20;23;39;49;4;10
2019;44;2019.11.01.;0;0 EUR;0;266 080 EUR;0;35 920 865 Ft;1;1 643 420 Ft;20;73 930 Ft;42;33 320 Ft;23;21 895 Ft;789;5 770 Ft;494;7 795 Ft;1546;4 520 Ft;2640;3 600 Ft;11164;2 530 Ft;3;17;31;34;40;1;2
2019;43;2019.10.25.;0;0 EUR;0;367 390 EUR;0;46 291 120 Ft;1;1 928 780 Ft;15;103 620 Ft;18;42 425 Ft;27;24 245 Ft;599;6 900 Ft;482;8 210 Ft;969;5 535 Ft;3008;3 630 Ft;9807;2 735 Ft;2;30;34;35;45;1;2
2019;42;2019.10.18.;0;0 EUR;0;495 021 EUR;0;41 581 845 Ft;2;1 260 030 Ft;11;84 400 Ft;21;35 670 Ft;89;15 770 Ft;899;5 980 Ft;915;6 010 Ft;1402;4 760 Ft;3777;3 275 Ft;13377;2 500 Ft;6;9;31;43;44;6;9
2019;41;2019.10.11.;0;0 EUR;1;904 193 EUR;0;73 892 665 Ft;4;891 430 Ft;22;69 200 Ft;38;29 870 Ft;74;15 915 Ft;1055;5 115 Ft;1197;5 565 Ft;1808;4 075 Ft;5324;2 765 Ft;17453;2 200 Ft;8;12;13;39;44;4;9
2019;40;2019.10.04.;0;0 EUR;0;427 577 EUR;0;0 Ft;2;8 925 235 Ft;13;84 965 Ft;29;42 570 Ft;32;20 855 Ft;733;5 770 Ft;538;7 050 Ft;1097;5 325 Ft;3187;3 275 Ft;12978;2 290 Ft;15;19;20;45;49;7;8
2019;39;2019.09.27.;0;0 EUR;0;1 624 893 EUR;0;82 869 535 Ft;0;1 284 780 Ft;10;77 570 Ft;23;35 230 Ft;57;14 940 Ft;672;5 375 Ft;724;5 405 Ft;1253;4 535 Ft;3967;2 600 Ft;10541;2 370 Ft;21;24;26;34;47;4;6
2019;38;2019.09.20.;0;44 648 075 EUR;0;342 227 EUR;0;41 888 585 Ft;1;1 586 670 Ft;23;91 990 Ft;21;40 430 Ft;54;17 370 Ft;811;5 780 Ft;1029;5 780 Ft;1479;5 115 Ft;6269;2 455 Ft;12205;2 455 Ft;17;21;41;48;49;4;8
